CodMateria,Profesor,Aula,Paralelo,Dia,HoraInicio,HoraFin,Codigo,NombreMateria,TipoParalelo,FechaExa_Primer,FechaExa_Segundo,FechaExa_Mejoramiento,HoraEInicio_Primer,HoraEFin_Primer
TLMG1022-ADMINISTRACIÓN DE SISTEMAS Y SERVICIOS EN RED,TORRES MORAN DANNY ALFREDO,L201 -11A,1,LUNES,13:00:00,15:00:00,TLMG1022,ADMINISTRACIÓN DE SISTEMAS Y SERVICIOS EN RED,Teórico,21/11/2024,23/1/2025,6/2/2025,11:30:00,13:30:00
TLMG1022-ADMINISTRACIÓN DE SISTEMAS Y SERVICIOS EN RED,TORRES MORAN DANNY ALFREDO,L201 -11A,101,MARTES,9:00:00,11:00:00,TLMG1022,ADMINISTRACIÓN DE SISTEMAS Y SERVICIOS EN RED,Práctico,21/11/2024,23/1/2025,6/2/2025,11:30:00,13:30:00
TLMG1023-AMBIENTES INTELIGENTES,ARREAGA ALVARADO NESTOR XAVIER,L006 -11C,1,VIERNES,9:00:00,12:00:00,TLMG1023,AMBIENTES INTELIGENTES,Teórico,20/11/2024,22/1/2025,5/2/2025,9:00:00,11:00:00
CCPG1036-ANÁLISIS DE ALGORITMOS,TAPIA ROSERO ANA TERESA,FIEC-020 -FIEC,1,MARTES,19:00:00,21:00:00,CCPG1036,ANÁLISIS DE ALGORITMOS,Teórico,12/2/2025,20/11/2024,29/1/2025,14:00:00,16:00:00
CCPG1036-ANÁLISIS DE ALGORITMOS,TAPIA ROSERO ANA TERESA,FIEC-020 -FIEC,1,MARTES,19:00:00,21:00:00,CCPG1036,ANÁLISIS DE ALGORITMOS,Teórico,12/2/2025,20/11/2024,29/1/2025,14:00:00,16:00:00
CCPG1036-ANÁLISIS DE ALGORITMOS,TAPIA ROSERO ANA TERESA,FIEC-021 -FIEC,2,MIÉRCOLES,19:00:00,21:00:00,CCPG1036,ANÁLISIS DE ALGORITMOS,Teórico,12/2/2025,20/11/2024,29/1/2025,14:00:00,16:00:00
CCPG1036-ANÁLISIS DE ALGORITMOS,TAPIA ROSERO ANA TERESA,FIEC-021 -FIEC,2,MIÉRCOLES,19:00:00,21:00:00,CCPG1036,ANÁLISIS DE ALGORITMOS,Teórico,12/2/2025,20/11/2024,29/1/2025,14:00:00,16:00:00
CCPG1036-ANÁLISIS DE ALGORITMOS,TAPIA ROSERO ANA TERESA,FIEC-020 -FIEC,101,JUEVES,19:00:00,20:00:00,CCPG1036,ANÁLISIS DE ALGORITMOS,Práctico,12/2/2025,20/11/2024,29/1/2025,14:00:00,16:00:00
CCPG1036-ANÁLISIS DE ALGORITMOS,TAPIA ROSERO ANA TERESA,FIEC-020 -FIEC,101,JUEVES,19:00:00,20:00:00,CCPG1036,ANÁLISIS DE ALGORITMOS,Práctico,12/2/2025,20/11/2024,29/1/2025,14:00:00,16:00:00
CCPG1036-ANÁLISIS DE ALGORITMOS,TAPIA ROSERO ANA TERESA,FIEC-021 -FIEC,102,JUEVES,20:00:00,21:00:00,CCPG1036,ANÁLISIS DE ALGORITMOS,Práctico,12/2/2025,20/11/2024,29/1/2025,14:00:00,16:00:00
CCPG1036-ANÁLISIS DE ALGORITMOS,TAPIA ROSERO ANA TERESA,FIEC-021 -FIEC,102,JUEVES,20:00:00,21:00:00,CCPG1036,ANÁLISIS DE ALGORITMOS,Práctico,12/2/2025,20/11/2024,29/1/2025,14:00:00,16:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,VALAREZO AÑAZCO EDWIN GIANNINE,A102 -11D,1,MARTES,11:00:00,12:30:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Teórico,20/11/2024,22/1/2025,5/2/2025,14:00:00,16:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,VALAREZO AÑAZCO EDWIN GIANNINE,A102 -11D,1,JUEVES,11:00:00,12:30:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Teórico,20/11/2024,22/1/2025,5/2/2025,14:00:00,16:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,CAJO DÍAZ RICARDO ALFREDO,A105 -11D,2,MARTES,11:00:00,12:30:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Teórico,20/11/2024,22/1/2025,5/2/2025,14:00:00,16:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,CAJO DÍAZ RICARDO ALFREDO,A105 -11D,2,JUEVES,11:00:00,12:30:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Teórico,20/11/2024,22/1/2025,5/2/2025,14:00:00,16:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,101,LUNES,13:00:00,15:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,101,LUNES,13:00:00,15:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,101,LUNES,13:00:00,15:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,101,LUNES,13:00:00,15:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,101,LUNES,13:00:00,15:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,101,LUNES,13:00:00,15:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,102,MIÉRCOLES,7:00:00,9:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,102,MIÉRCOLES,7:00:00,9:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,102,MIÉRCOLES,7:00:00,9:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,102,MIÉRCOLES,7:00:00,9:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,102,MIÉRCOLES,7:00:00,9:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,102,MIÉRCOLES,7:00:00,9:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,103,MARTES,15:00:00,17:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,103,MARTES,15:00:00,17:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,103,MARTES,15:00:00,17:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,103,MARTES,15:00:00,17:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,103,MARTES,15:00:00,17:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,103,MARTES,15:00:00,17:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,104,JUEVES,9:00:00,11:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,104,JUEVES,9:00:00,11:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,104,JUEVES,9:00:00,11:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,104,JUEVES,9:00:00,11:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,104,JUEVES,9:00:00,11:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,104,JUEVES,9:00:00,11:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,105,JUEVES,15:00:00,17:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,105,JUEVES,15:00:00,17:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,105,JUEVES,15:00:00,17:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,105,JUEVES,15:00:00,17:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,105,JUEVES,15:00:00,17:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,105,JUEVES,15:00:00,17:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,VERIÑAZ JADÁN HERMAN ISAAC,A002 -11C,106,VIERNES,11:00:00,13:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PAILLACHO CHILUIZA DENNYS FABIAN,A002 -11C,107,MARTES,9:00:00,11:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,108,MIÉRCOLES,13:00:00,15:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,108,MIÉRCOLES,13:00:00,15:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,108,MIÉRCOLES,13:00:00,15:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,108,MIÉRCOLES,13:00:00,15:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,108,MIÉRCOLES,13:00:00,15:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
ELEG1028-ANÁLISIS DE REDES ELÉCTRICAS,PESANTES OCAMPO LUIS ALBERTO,A002 -11C,108,MIÉRCOLES,13:00:00,15:00:00,ELEG1028,ANÁLISIS DE REDES ELÉCTRICAS,Práctico,5/2/2025,,,0:00:00,0:00:00
EYAG1027-APLICACIONES ELECTRÓNICAS,ARCE DOMINGUEZ VÍCTOR ANDRÉS,A110 -11D,1,MARTES,7:30:00,9:00:00,EYAG1027,APLICACIONES ELECTRÓNICAS,Teórico,22/11/2024,24/1/2025,7/2/2025,9:00:00,11:00:00
EYAG1027-APLICACIONES ELECTRÓNICAS,ARCE DOMINGUEZ VÍCTOR ANDRÉS,A110 -11D,1,JUEVES,7:30:00,9:00:00,EYAG1027,APLICACIONES ELECTRÓNICAS,Teórico,22/11/2024,24/1/2025,7/2/2025,9:00:00,11:00:00
EYAG1027-APLICACIONES ELECTRÓNICAS,YAPUR AUAD MIGUEL EDUARDO,A103 -11A,2,MARTES,7:30:00,9:00:00,EYAG1027,APLICACIONES ELECTRÓNICAS,Teórico,22/11/2024,24/1/2025,7/2/2025,9:00:00,11:00:00
EYAG1027-APLICACIONES ELECTRÓNICAS,YAPUR AUAD MIGUEL EDUARDO,A103 -11A,2,JUEVES,7:30:00,9:00:00,EYAG1027,APLICACIONES ELECTRÓNICAS,Teórico,22/11/2024,24/1/2025,7/2/2025,9:00:00,11:00:00
EYAG1027-APLICACIONES ELECTRÓNICAS,BRIONES MORANTE BRIGGETTE MELISSA,L106 -11C,102,MARTES,13:00:00,15:00:00,EYAG1027,APLICACIONES ELECTRÓNICAS,Práctico,7/2/2025,,,0:00:00,0:00:00
EYAG1027-APLICACIONES ELECTRÓNICAS,BRIONES MORANTE BRIGGETTE MELISSA,L106 -11C,102,MARTES,13:00:00,15:00:00,EYAG1027,APLICACIONES ELECTRÓNICAS,Práctico,7/2/2025,,,0:00:00,0:00:00
EYAG1027-APLICACIONES ELECTRÓNICAS,BRIONES MORANTE BRIGGETTE MELISSA,L106 -11C,102,MARTES,13:00:00,15:00:00,EYAG1027,APLICACIONES ELECTRÓNICAS,Práctico,7/2/2025,,,0:00:00,0:00:00
EYAG1027-APLICACIONES ELECTRÓNICAS,SUMBA ZHONGOR NANCY PATRICIA,L106 -11C,103,LUNES,9:00:00,11:00:00,EYAG1027,APLICACIONES ELECTRÓNICAS,Práctico,7/2/2025,,,0:00:00,0:00:00
EYAG1027-APLICACIONES ELECTRÓNICAS,SUMBA ZHONGOR NANCY PATRICIA,L106 -11C,103,LUNES,9:00:00,11:00:00,EYAG1027,APLICACIONES ELECTRÓNICAS,Práctico,7/2/2025,,,0:00:00,0:00:00
EYAG1027-APLICACIONES ELECTRÓNICAS,SUMBA ZHONGOR NANCY PATRICIA,L106 -11C,104,JUEVES,9:00:00,11:00:00,EYAG1027,APLICACIONES ELECTRÓNICAS,Práctico,7/2/2025,,,0:00:00,0:00:00
EYAG1027-APLICACIONES ELECTRÓNICAS,SUMBA ZHONGOR NANCY PATRICIA,L106 -11C,104,JUEVES,9:00:00,11:00:00,EYAG1027,APLICACIONES ELECTRÓNICAS,Práctico,7/2/2025,,,0:00:00,0:00:00
EYAG1027-APLICACIONES ELECTRÓNICAS,BRIONES MORANTE BRIGGETTE MELISSA,L106 -11C,105,JUEVES,13:00:00,15:00:00,EYAG1027,APLICACIONES ELECTRÓNICAS,Práctico,7/2/2025,,,0:00:00,0:00:00
EYAG1027-APLICACIONES ELECTRÓNICAS,BRIONES MORANTE BRIGGETTE MELISSA,L106 -11C,105,JUEVES,13:00:00,15:00:00,EYAG1027,APLICACIONES ELECTRÓNICAS,Práctico,7/2/2025,,,0:00:00,0:00:00
EYAG1027-APLICACIONES ELECTRÓNICAS,BRIONES MORANTE BRIGGETTE MELISSA,L106 -11C,105,JUEVES,13:00:00,15:00:00,EYAG1027,APLICACIONES ELECTRÓNICAS,Práctico,7/2/2025,,,0:00:00,0:00:00
EYAG1027-APLICACIONES ELECTRÓNICAS,BRIONES MORANTE BRIGGETTE MELISSA,L106 -11C,106,JUEVES,11:00:00,13:00:00,EYAG1027,APLICACIONES ELECTRÓNICAS,Práctico,7/2/2025,,,0:00:00,0:00:00
EYAG1027-APLICACIONES ELECTRÓNICAS,BRIONES MORANTE BRIGGETTE MELISSA,L106 -11C,106,JUEVES,11:00:00,13:00:00,EYAG1027,APLICACIONES ELECTRÓNICAS,Práctico,7/2/2025,,,0:00:00,0:00:00
EYAG1027-APLICACIONES ELECTRÓNICAS,BRIONES MORANTE BRIGGETTE MELISSA,L106 -11C,106,JUEVES,11:00:00,13:00:00,EYAG1027,APLICACIONES ELECTRÓNICAS,Práctico,7/2/2025,,,0:00:00,0:00:00
TLMG1024-APLICACIONES MÓVILES Y SERVICIOS TELEMÁTICOS,CEDEÑO ZAMORA CARLOS ENRIQUE,L201 -11A,1,MARTES,13:00:00,16:00:00,TLMG1024,APLICACIONES MÓVILES Y SERVICIOS TELEMÁTICOS,Teórico,22/11/2024,24/1/2025,7/2/2025,11:30:00,13:30:00
CCPG1059-AUDITORÍA DE SISTEMAS DE INFORMACIÓN,ESPINOZA TOALA JESSICA WENDY,FCSH-041 -FCSH,1,LUNES,7:00:00,8:30:00,CCPG1059,AUDITORÍA DE SISTEMAS DE INFORMACIÓN,Teórico,11/2/2025,19/11/2024,28/1/2025,9:00:00,11:00:00
CCPG1059-AUDITORÍA DE SISTEMAS DE INFORMACIÓN,ESPINOZA TOALA JESSICA WENDY,FCSH-041 -FCSH,1,MIÉRCOLES,7:00:00,7:30:00,CCPG1059,AUDITORÍA DE SISTEMAS DE INFORMACIÓN,Teórico,11/2/2025,19/11/2024,28/1/2025,9:00:00,11:00:00
CCPG1059-AUDITORÍA DE SISTEMAS DE INFORMACIÓN,ESPINOZA TOALA JESSICA WENDY,FCSH-041 -FCSH,101,MIÉRCOLES,7:30:00,8:30:00,CCPG1059,AUDITORÍA DE SISTEMAS DE INFORMACIÓN,Práctico,11/2/2025,19/11/2024,28/1/2025,9:00:00,11:00:00
EYAG1028-AUTOMATIZACIÓN DE PROCESOS INDUSTRIALES,LARCO GOMEZ DAMIAN ALBERTO,A105 -11A,1,LUNES,13:00:00,14:30:00,EYAG1028,AUTOMATIZACIÓN DE PROCESOS INDUSTRIALES,Teórico,11/2/2025,19/11/2024,28/1/2025,11:30:00,13:30:00
EYAG1028-AUTOMATIZACIÓN DE PROCESOS INDUSTRIALES,LARCO GOMEZ DAMIAN ALBERTO,A105 -11A,1,MIÉRCOLES,13:00:00,14:30:00,EYAG1028,AUTOMATIZACIÓN DE PROCESOS INDUSTRIALES,Teórico,11/2/2025,19/11/2024,28/1/2025,11:30:00,13:30:00
EYAG1028-AUTOMATIZACIÓN DE PROCESOS INDUSTRIALES,CUEVA TUMBACO JOSE ENRIQUE,L102 -11C,101,MARTES,13:00:00,15:00:00,EYAG1028,AUTOMATIZACIÓN DE PROCESOS INDUSTRIALES,Práctico,,,,,
EYAG1028-AUTOMATIZACIÓN DE PROCESOS INDUSTRIALES,CUEVA TUMBACO JOSE ENRIQUE,L102 -11C,102,MIÉRCOLES,11:00:00,13:00:00,EYAG1028,AUTOMATIZACIÓN DE PROCESOS INDUSTRIALES,Práctico,,,,,
EYAG1028-AUTOMATIZACIÓN DE PROCESOS INDUSTRIALES,CUEVA TUMBACO JOSE ENRIQUE,L102 -11C,104,MARTES,9:00:00,11:00:00,EYAG1028,AUTOMATIZACIÓN DE PROCESOS INDUSTRIALES,Práctico,,,,,
TLMG1025-CALIDAD DE SERVICIO Y REDES MULTIMEDIA,ESPINAL SANTANA ALBERT GIOVANNY,A103 -11D,1,JUEVES,13:00:00,15:00:00,TLMG1025,CALIDAD DE SERVICIO Y REDES MULTIMEDIA,Teórico,20/11/2024,22/1/2025,5/2/2025,14:00:00,16:00:00
TLMG1025-CALIDAD DE SERVICIO Y REDES MULTIMEDIA,TORRES MORAN DANNY ALFREDO,L112 -11C,101,VIERNES,13:00:00,15:00:00,TLMG1025,CALIDAD DE SERVICIO Y REDES MULTIMEDIA,Práctico,,,,,
TLMG1025-CALIDAD DE SERVICIO Y REDES MULTIMEDIA,RIQUERO HERRERA MILENA DESIREE,L113 -11C,102,LUNES,13:00:00,15:00:00,TLMG1025,CALIDAD DE SERVICIO Y REDES MULTIMEDIA,Práctico,,,,,
INGP1059-CALIDAD Y EFICIENCIA ENERGÉTICA,ARAGUNDI RODRIGUEZ JORGE WILLIAMS,A101 -11B,1,JUEVES,19:00:00,22:00:00,INGP1059,CALIDAD Y EFICIENCIA ENERGÉTICA,Teórico,23/11/2024,29/12/2024,,10:00:00,12:00:00
INGP1059-CALIDAD Y EFICIENCIA ENERGÉTICA,ARAGUNDI RODRIGUEZ JORGE WILLIAMS,A101 -11B,1,VIERNES,19:00:00,22:00:00,INGP1059,CALIDAD Y EFICIENCIA ENERGÉTICA,Teórico,23/11/2024,29/12/2024,,10:00:00,12:00:00
INGP1059-CALIDAD Y EFICIENCIA ENERGÉTICA,ARAGUNDI RODRIGUEZ JORGE WILLIAMS,A101 -11B,1,SÁBADO,8:00:00,12:00:00,INGP1059,CALIDAD Y EFICIENCIA ENERGÉTICA,Teórico,23/11/2024,29/12/2024,,10:00:00,12:00:00
INGP1059-CALIDAD Y EFICIENCIA ENERGÉTICA,ARAGUNDI RODRIGUEZ JORGE WILLIAMS,A101 -11B,1,SÁBADO,9:00:00,12:00:00,INGP1059,CALIDAD Y EFICIENCIA ENERGÉTICA,Teórico,23/11/2024,29/12/2024,,10:00:00,12:00:00
INGP1059-CALIDAD Y EFICIENCIA ENERGÉTICA,ARAGUNDI RODRIGUEZ JORGE WILLIAMS,A101 -11B,1,SÁBADO,10:00:00,13:00:00,INGP1059,CALIDAD Y EFICIENCIA ENERGÉTICA,Teórico,23/11/2024,29/12/2024,,10:00:00,12:00:00
INGP1059-CALIDAD Y EFICIENCIA ENERGÉTICA,ARAGUNDI RODRIGUEZ JORGE WILLIAMS,A101 -11B,1,SÁBADO,13:00:00,17:00:00,INGP1059,CALIDAD Y EFICIENCIA ENERGÉTICA,Teórico,23/11/2024,29/12/2024,,10:00:00,12:00:00
INGP1059-CALIDAD Y EFICIENCIA ENERGÉTICA,ARAGUNDI RODRIGUEZ JORGE WILLIAMS,A101 -11B,1,SÁBADO,14:00:00,17:00:00,INGP1059,CALIDAD Y EFICIENCIA ENERGÉTICA,Teórico,23/11/2024,29/12/2024,,10:00:00,12:00:00
INGP1059-CALIDAD Y EFICIENCIA ENERGÉTICA,ARAGUNDI RODRIGUEZ JORGE WILLIAMS,A101 -11B,1,DOMINGO,10:00:00,13:00:00,INGP1059,CALIDAD Y EFICIENCIA ENERGÉTICA,Teórico,23/11/2024,29/12/2024,,10:00:00,12:00:00
INGP1059-CALIDAD Y EFICIENCIA ENERGÉTICA,ARAGUNDI RODRIGUEZ JORGE WILLIAMS,A101 -11B,1,DOMINGO,14:00:00,17:00:00,INGP1059,CALIDAD Y EFICIENCIA ENERGÉTICA,Teórico,23/11/2024,29/12/2024,,10:00:00,12:00:00
ELEG1029-CENTRALES ELÉCTRICAS,ALVARADO MORENO OTTO ISMAEL,A002 -11D,1,VIERNES,7:00:00,9:00:00,ELEG1029,CENTRALES ELÉCTRICAS,Teórico,11/2/2025,19/11/2024,28/1/2025,14:00:00,16:00:00
ELEG1029-CENTRALES ELÉCTRICAS,ALVARADO MORENO OTTO ISMAEL,A002 -11D,101,MARTES,8:00:00,9:00:00,ELEG1029,CENTRALES ELÉCTRICAS,Práctico,11/2/2025,19/11/2024,28/1/2025,14:00:00,16:00:00
TLMG1026-CIBERSEGURIDAD Y GESTIÓN DE REDES,MARIN GARCIA IGNACIO,FIEC-010 -FIEC,1,MARTES,19:00:00,21:00:00,TLMG1026,CIBERSEGURIDAD Y GESTIÓN DE REDES,Teórico,10/2/2025,18/11/2024,27/1/2025,9:00:00,11:00:00
TLMG1026-CIBERSEGURIDAD Y GESTIÓN DE REDES,MARIN GARCIA IGNACIO,L112 -11C,101,JUEVES,9:00:00,11:00:00,TLMG1026,CIBERSEGURIDAD Y GESTIÓN DE REDES,Práctico,10/2/2025,18/11/2024,27/1/2025,9:00:00,11:00:00
TLMG1026-CIBERSEGURIDAD Y GESTIÓN DE REDES,MARIN GARCIA IGNACIO,L112 -11C,102,MIÉRCOLES,9:00:00,11:00:00,TLMG1026,CIBERSEGURIDAD Y GESTIÓN DE REDES,Práctico,10/2/2025,18/11/2024,27/1/2025,9:00:00,11:00:00
TELG1027-CIRCUITOS DE ALTA FRECUENCIA Y MICROONDAS,MEDINA MOREIRA WASHINGTON ADOLFO,A104 -11A,1,MARTES,15:00:00,16:30:00,TELG1027,CIRCUITOS DE ALTA FRECUENCIA Y MICROONDAS,Teórico,21/11/2024,23/1/2025,6/2/2025,14:00:00,16:00:00
